Follower	Followee	Weight
6284	5504	1.0
6284	6130	1.0
9869	10212	1.0
2546	4727	1.0
1122	2195	1.0
86	187	1.0
86	193	1.0
8889	2835	1.0
8889	7283	1.0
8889	8324	1.0
8889	6827	1.0
8889	8780	1.0
8890	5885	1.0
8890	679	1.0
938	3044	1.0
938	4533	1.0
938	9380	1.0
938	6051	1.0
938	2039	1.0
938	9912	1.0
8891	10219	1.0
7042	4305	1.0
7042	8164	1.0
6285	3634	1.0
6285	1005	1.0
5254	2632	1.0
5254	5164	1.0
5254	3534	1.0
5254	6703	1.0
7579	8447	1.0
5200	1639	1.0
3073	1148	1.0
10368	9825	1.0
2547	3023	1.0
2547	2639	1.0
2547	7250	1.0
2547	1378	1.0
8893	8894	1.0
328	4152	1.0
7743	3893	1.0
7743	9390	1.0
7743	1270	1.0
7743	3264	1.0
7743	2341	1.0
9619	5160	1.0
9619	9642	1.0
514	2623	1.0
4607	5883	1.0
2548	2886	1.0
6288	6440	1.0
6288	3129	1.0
6288	2098	1.0
9798	9825	1.0
2549	3337	1.0
2549	5639	1.0
2549	6695	1.0
2549	1339	1.0
8894	8893	1.0
7746	9144	1.0
9946	9460	1.0
10077	9250	1.0
7747	6212	1.0
7747	9469	1.0
2550	5912	1.0
7748	9685	1.0
7748	5727	1.0
9621	4471	1.0
1934	6371	1.0
1934	8198	1.0
1934	9096	1.0
1934	3844	1.0
1934	3286	1.0
1934	4383	1.0
1934	924	1.0
1934	552	1.0
10119	738	1.0
9055	2534	1.0
9055	5885	1.0
9055	7389	1.0
4608	2241	1.0
4608	3792	1.0
9979	738	1.0
6629	9713	1.0
2551	8862	1.0
9999	9867	1.0
6834	7018	1.0
6834	7311	1.0
6834	6496	1.0
6834	2126	1.0
6834	4533	1.0
6834	5672	1.0
6834	3094	1.0
6834	8914	1.0
108	10457	1.0
108	330	1.0
108	306	1.0
108	10396	1.0
4610	2246	1.0
4610	907	1.0
2554	7156	1.0
2554	8175	1.0
2555	3540	1.0
2555	1824	1.0
2555	3044	1.0
10075	6301	1.0
10075	3261	1.0
10075	10163	1.0
4580	4453	1.0
2556	606	1.0
2556	6072	1.0
2556	5370	1.0
2557	1156	1.0
7749	1170	1.0
7749	4461	1.0
7749	4512	1.0
4611	4713	1.0
4611	7529	1.0
3658	752	1.0
3658	6393	1.0
4613	3921	1.0
4613	1946	1.0
10194	10380	1.0
10194	5727	1.0
4614	9270	1.0
2558	1370	1.0
10221	2356	1.0
10221	6943	1.0
10221	7883	1.0
1369	1306	1.0
5120	4306	1.0
5120	5257	1.0
5120	5818	1.0
5120	582	1.0
5120	4278	1.0
5120	1598	1.0
5120	6351	1.0
6291	2973	1.0
3941	9606	1.0
6292	7415	1.0
6293	7108	1.0
9823	6878	1.0
9823	4229	1.0
9823	789	1.0
9823	9619	1.0
9823	3951	1.0
9823	4839	1.0
9823	6073	1.0
9823	3512	1.0
9823	1197	1.0
9823	2268	1.0
9823	3917	1.0
9823	5727	1.0
9823	3436	1.0
9823	4689	1.0
9823	1930	1.0
9823	8659	1.0
9823	3534	1.0
9823	4243	1.0
9823	4975	1.0
9823	7575	1.0
9823	6227	1.0
9823	591	1.0
9823	7817	1.0
9823	3098	1.0
9823	5947	1.0
9823	3048	1.0
6294	2083	1.0
220	213	1.0
6295	4242	1.0
6295	3261	1.0
6295	1742	1.0
6295	4243	1.0
2560	5366	1.0
4430	574	1.0
2561	1768	1.0
2561	8243	1.0
7751	8976	1.0
7751	7565	1.0
2562	4188	1.0
2562	5727	1.0
6888	4782	1.0
2957	9034	1.0
9622	8683	1.0
2563	1566	1.0
2563	2746	1.0
2563	5135	1.0
2563	1382	1.0
2563	8044	1.0
2563	3910	1.0
2563	1493	1.0
2563	5922	1.0
2563	4914	1.0
2563	4105	1.0
4620	8563	1.0
4620	3390	1.0
4620	1566	1.0
4620	6321	1.0
4620	4490	1.0
4620	9902	1.0
4620	7805	1.0
4620	7138	1.0
4620	2921	1.0
4620	4486	1.0
4620	4045	1.0
4620	1943	1.0
4620	2179	1.0
4620	7237	1.0
4621	3220	1.0
4621	4946	1.0
4621	3049	1.0
4621	5862	1.0
4621	4443	1.0
4621	2224	1.0
4621	5878	1.0
2565	5038	1.0
2565	2695	1.0
2568	1498	1.0
2568	2735	1.0
2064	3971	1.0
2064	2298	1.0
2064	4443	1.0
7752	9596	1.0
5973	3817	1.0
5973	2068	1.0
5973	1770	1.0
5973	811	1.0
5973	7956	1.0
5973	8910	1.0
1372	8362	1.0
473	2623	1.0
9625	959	1.0
9625	4533	1.0
7159	5705	1.0
4623	2510	1.0
6749	4054	1.0
10249	1335	1.0
10249	738	1.0
4452	2656	1.0
1600	753	1.0
6301	7568	1.0
6301	8100	1.0
6301	9286	1.0
6301	4272	1.0
6301	6267	1.0
7753	4331	1.0
2571	3443	1.0
10169	901	1.0
10169	7834	1.0
2573	6952	1.0
8693	6728	1.0
8693	5214	1.0
8693	8307	1.0
2552	5179	1.0
2552	5400	1.0
2552	9334	1.0
2574	4728	1.0
10453	9763	1.0
10453	2180	1.0
10453	10163	1.0
2575	5662	1.0
2575	3124	1.0
6303	3249	1.0
6303	7268	1.0
6303	4306	1.0
6303	9430	1.0
7754	9009	1.0
7754	3002	1.0
7754	1156	1.0
8899	1180	1.0
8899	4180	1.0
8899	4222	1.0
8899	907	1.0
8899	7892	1.0
7755	738	1.0
7755	3002	1.0
7755	8279	1.0
2576	4988	1.0
2577	7250	1.0
6304	5577	1.0
6306	7915	1.0
6306	8979	1.0
6306	6401	1.0
6306	8338	1.0
4609	10219	1.0
4609	2334	1.0
4609	7419	1.0
4609	9468	1.0
8900	1247	1.0
7757	6958	1.0
4628	9676	1.0
4628	1335	1.0
4628	4071	1.0
2578	1512	1.0
2578	2603	1.0
8901	2767	1.0
9626	6141	1.0
6307	7066	1.0
2961	8686	1.0
2961	3475	1.0
2961	2630	1.0
9948	10332	1.0
9948	2033	1.0
9948	5194	1.0
9948	9138	1.0
9948	2930	1.0
9948	9330	1.0
9948	9152	1.0
9948	5790	1.0
9948	4857	1.0
2579	8447	1.0
2579	10206	1.0
2579	1507	1.0
2579	1314	1.0
2579	1656	1.0
2579	4922	1.0
2579	924	1.0
2579	4383	1.0
603	845	1.0
603	738	1.0
6308	8474	1.0
6308	2433	1.0
7758	8790	1.0
2500	2536	1.0
2500	1740	1.0
2500	1162	1.0
4629	2354	1.0
6309	6257	1.0
2580	5880	1.0
6310	3209	1.0
6310	7204	1.0
5980	5093	1.0
6311	3568	1.0
2581	5045	1.0
4632	6250	1.0
6312	721	1.0
6312	8068	1.0
7760	7856	1.0
4346	907	1.0
8902	3599	1.0
10137	1314	1.0
10137	574	1.0
10137	7237	1.0
4036	10539	1.0
4247	9167	1.0
4247	6249	1.0
2582	1264	1.0
2582	3893	1.0
2582	5306	1.0
2582	5322	1.0
2585	10004	1.0
2586	2062	1.0
2586	6993	1.0
2586	3577	1.0
2586	1559	1.0
4635	3464	1.0
4635	3839	1.0
2587	8333	1.0
2587	8769	1.0
4636	3242	1.0
4636	3920	1.0
4636	4045	1.0
6313	7415	1.0
6313	7034	1.0
6313	3062	1.0
4637	8420	1.0
2588	803	1.0
2588	9514	1.0
4060	5913	1.0
605	3359	1.0
1130	9669	1.0
1130	8539	1.0
1130	6882	1.0
1130	3886	1.0
1130	8008	1.0
2589	1824	1.0
4037	10442	1.0
4037	3300	1.0
4037	7285	1.0
7761	738	1.0
547	6197	1.0
547	5627	1.0
4639	4425	1.0
4639	6271	1.0
4639	2002	1.0
4639	6938	1.0
4639	4773	1.0
4639	5464	1.0
4639	5851	1.0
4639	8382	1.0
4639	922	1.0
4639	2369	1.0
4639	4813	1.0
4639	2328	1.0
4639	6269	1.0
4640	5411	1.0
10153	7948	1.0
10153	937	1.0
5216	5835	1.0
7581	6684	1.0
7098	8625	1.0
1269	647	1.0
2591	1579	1.0
4642	7070	1.0
4642	3003	1.0
4642	3629	1.0
8350	3612	1.0
8350	9469	1.0
4643	4067	1.0
8905	5541	1.0
8905	2433	1.0
8905	7390	1.0
8905	6015	1.0
8905	6496	1.0
8905	3388	1.0
8905	5639	1.0
8906	8029	1.0
2592	9179	1.0
4249	3563	1.0
1152	10148	1.0
1152	1132	1.0
2593	1914	1.0
4644	8295	1.0
4644	6682	1.0
2594	5786	1.0
3277	8474	1.0
2595	5370	1.0
2596	2511	1.0
2596	1795	1.0
2596	8011	1.0
2596	871	1.0
1270	8908	1.0
1270	9091	1.0
1270	7743	1.0
8145	7919	1.0
6314	10163	1.0
4645	762	1.0
4645	842	1.0
4645	6991	1.0
4645	2272	1.0
4645	5755	1.0
6316	6429	1.0
6316	9789	1.0
6316	5414	1.0
6316	3042	1.0
8908	1270	1.0
4646	2356	1.0
4209	2328	1.0
6889	4548	1.0
6889	7097	1.0
6889	5251	1.0
6889	4533	1.0
6889	4560	1.0
4647	3999	1.0
4647	3834	1.0
4647	4386	1.0
2599	10163	1.0
2599	2038	1.0
2600	1285	1.0
2600	1930	1.0
2600	3634	1.0
4251	3776	1.0
4251	1341	1.0
2601	892	1.0
7763	4533	1.0
942	5570	1.0
942	5397	1.0
942	5559	1.0
8909	5727	1.0
2602	1571	1.0
2602	9918	1.0
2602	1297	1.0
6317	9390	1.0
8910	5973	1.0
8910	5765	1.0
8910	7491	1.0
8910	3403	1.0
2603	9695	1.0
4649	10092	1.0
4649	4560	1.0
4649	5767	1.0
7765	3257	1.0
4650	2356	1.0
640	9681	1.0
8912	4533	1.0
8912	10080	1.0
7766	8453	1.0
7766	4533	1.0
4651	1939	1.0
6320	1287	1.0
4652	4648	1.0
2306	1705	1.0
2306	6157	1.0
5643	4530	1.0
336	506	1.0
336	324	1.0
3279	4533	1.0
5526	3462	1.0
1040	1981	1.0
6122	3415	1.0
8913	8079	1.0
3950	9021	1.0
3950	8513	1.0
3950	4914	1.0
2606	1439	1.0
2606	5160	1.0
2607	2307	1.0
2607	1566	1.0
2607	5504	1.0
2607	1930	1.0
6322	2988	1.0
6322	4526	1.0
6322	5755	1.0
6322	4937	1.0
10541	6651	1.0
1059	4227	1.0
1059	8941	1.0
1059	9294	1.0
9628	6698	1.0
8914	1197	1.0
8914	6834	1.0
8914	7915	1.0
2608	1326	1.0
2608	4348	1.0
10028	9763	1.0
10028	2623	1.0
10028	10163	1.0
10028	2438	1.0
6323	5009	1.0
6323	9077	1.0
8915	994	1.0
9629	7424	1.0
9629	9647	1.0
9629	6286	1.0
9629	7015	1.0
4654	2424	1.0
4654	4383	1.0
6325	4306	1.0
6325	4445	1.0
8916	4201	1.0
7771	2126	1.0
2609	2941	1.0
2609	1085	1.0
2609	4302	1.0
2609	4105	1.0
6327	6301	1.0
6327	4533	1.0
6327	2213	1.0
8917	4560	1.0
6328	6409	1.0
6329	4027	1.0
7772	1349	1.0
7772	1884	1.0
4038	2835	1.0
4210	4306	1.0
2614	6193	1.0
2614	4869	1.0
552	9452	1.0
552	1934	1.0
488	3487	1.0
2616	10371	1.0
2616	1335	1.0
2616	7292	1.0
2616	2272	1.0
2616	6622	1.0
2616	3578	1.0
2616	4749	1.0
2616	95	1.0
2616	1945	1.0
5510	8868	1.0
5510	6571	1.0
9775	7673	1.0
7775	9445	1.0
10417	766	1.0
2618	6816	1.0
9891	10148	1.0
2619	1566	1.0
4656	7015	1.0
4656	3665	1.0
4657	4562	1.0
4658	6591	1.0
4658	4725	1.0
4658	2040	1.0
4658	3691	1.0
4658	3913	1.0
4658	3044	1.0
4585	1072	1.0
4585	1831	1.0
4585	3064	1.0
4585	1165	1.0
4585	10509	1.0
4585	2433	1.0
8919	6375	1.0
8920	5559	1.0
6330	6418	1.0
6331	4223	1.0
2030	1979	1.0
2622	5622	1.0
4659	2431	1.0
1379	8697	1.0
8922	7015	1.0
8922	4444	1.0
2624	2272	1.0
4615	3985	1.0
8923	9074	1.0
7776	4955	1.0
4661	5568	1.0
4661	4443	1.0
6333	7237	1.0
2628	1565	1.0
2628	3365	1.0
6334	9021	1.0
5485	1159	1.0
2629	2399	1.0
4663	4861	1.0
9556	6648	1.0
8924	2962	1.0
8924	5727	1.0
8925	4835	1.0
8925	5425	1.0
4667	3534	1.0
359	5691	1.0
359	10371	1.0
7778	5498	1.0
10304	3123	1.0
10304	7637	1.0
10304	3163	1.0
6335	5065	1.0
4668	1260	1.0
4668	4878	1.0
4668	3132	1.0
2631	5741	1.0
2631	950	1.0
2631	4399	1.0
2631	1700	1.0
2631	6718	1.0
8927	8930	1.0
8927	6725	1.0
8928	1002	1.0
8928	8565	1.0
8928	763	1.0
9633	6523	1.0
7779	7327	1.0
7779	4827	1.0
2633	10313	1.0
2633	2314	1.0
8929	10371	1.0
2634	8367	1.0
2634	4943	1.0
4670	6255	1.0
4670	6665	1.0
6336	2203	1.0
6336	907	1.0
4671	8079	1.0
6633	9047	1.0
6633	8620	1.0
6633	1029	1.0
6633	993	1.0
10060	10163	1.0
7780	5710	1.0
4672	6924	1.0
10078	6724	1.0
10078	4929	1.0
10078	1005	1.0
10078	6249	1.0
10078	7629	1.0
10078	9230	1.0
9707	5803	1.0
9707	9096	1.0
9707	8188	1.0
9707	9355	1.0
9707	5199	1.0
9707	2670	1.0
9707	1559	1.0
9707	8426	1.0
9707	7403	1.0
9707	3362	1.0
9707	7897	1.0
9707	8998	1.0
9707	4816	1.0
9707	10244	1.0
9707	9158	1.0
9707	9475	1.0
9707	1196	1.0
9707	3846	1.0
9707	7973	1.0
9707	9312	1.0
9707	9664	1.0
9707	7070	1.0
9707	8474	1.0
9707	7109	1.0
9707	4088	1.0
9707	5751	1.0
9707	5918	1.0
9707	6164	1.0
9707	3391	1.0
9849	7568	1.0
6337	7947	1.0
4673	8134	1.0
4673	3910	1.0
4673	8099	1.0
4673	8106	1.0
6107	3748	1.0
6107	4070	1.0
6107	5804	1.0
262	3002	1.0
2636	5523	1.0
2636	7045	1.0
2636	4761	1.0
2636	7726	1.0
2637	8367	1.0
1382	2563	1.0
2638	3169	1.0
2639	2547	1.0
2639	6639	1.0
2639	9353	1.0
2639	6763	1.0
2639	2202	1.0
2639	5727	1.0
2639	1935	1.0
2639	1364	1.0
2639	5286	1.0
2639	2297	1.0
6339	2894	1.0
6339	2433	1.0
7501	6495	1.0
2640	4229	1.0
8930	8927	1.0
8930	7568	1.0
8930	10430	1.0
6340	1897	1.0
6340	7440	1.0
6340	6379	1.0
6340	1184	1.0
6341	6289	1.0
2642	6067	1.0
2642	6264	1.0
2642	8229	1.0
6342	4018	1.0
2643	5727	1.0
2643	8563	1.0
2644	6823	1.0
9312	1237	1.0
9312	2066	1.0
9312	5037	1.0
9312	6270	1.0
9312	2497	1.0
9312	4581	1.0
9312	5873	1.0
9312	8803	1.0
9312	1706	1.0
9312	4436	1.0
9312	7822	1.0
9312	6022	1.0
9312	9707	1.0
7782	4543	1.0
1145	1335	1.0
1145	3553	1.0
1145	3916	1.0
1145	1289	1.0
1145	1000	1.0
1145	1791	1.0
1145	4203	1.0
1145	7402	1.0
2645	2422	1.0
2645	2433	1.0
7783	4548	1.0
2646	5649	1.0
5739	3361	1.0
5739	8654	1.0
4676	4239	1.0
2647	1580	1.0
2647	3577	1.0
2647	6591	1.0
2647	1227	1.0
927	1055	1.0
2648	8816	1.0
2649	5662	1.0
2650	1931	1.0
2650	500	1.0
4910	4490	1.0
4616	5706	1.0
5816	2642	1.0
5816	2797	1.0
5816	4533	1.0
7784	8861	1.0
9637	9427	1.0
6344	9028	1.0
1788	2891	1.0
6264	3188	1.0
6264	8398	1.0
6264	5410	1.0
6264	3611	1.0
6264	2642	1.0
6264	7825	1.0
6264	1055	1.0
8932	2719	1.0
8932	1813	1.0
6345	1137	1.0
6345	2833	1.0
6345	8085	1.0
6345	4560	1.0
3940	631	1.0
6346	6401	1.0
2307	1260	1.0
2307	2862	1.0
2307	7251	1.0
2307	1297	1.0
4678	10244	1.0
4678	7143	1.0
2651	716	1.0
1250	2962	1.0
2653	2242	1.0
3669	3913	1.0
7785	2814	1.0
7785	10314	1.0
8933	9124	1.0
8933	9424	1.0
10154	6029	1.0
4681	5220	1.0
4681	7431	1.0
4681	9021	1.0
4681	3314	1.0
4681	5829	1.0
4682	7863	1.0
4682	1117	1.0
2654	1927	1.0
2654	6593	1.0
4683	1844	1.0
508	570	1.0
2655	8403	1.0
6348	5766	1.0
6348	4088	1.0
7787	3275	1.0
9638	9118	1.0
2656	4753	1.0
10029	10163	1.0
10029	766	1.0
946	1701	1.0
9680	9832	1.0
6531	8868	1.0
6350	3465	1.0
6350	4283	1.0
205	6419	1.0
205	10148	1.0
205	8382	1.0
205	1335	1.0
10323	7672	1.0
2657	3576	1.0
7788	1376	1.0
7789	4770	1.0
2659	2540	1.0
2659	9233	1.0
2659	3781	1.0
7790	4809	1.0
8519	4897	1.0
6542	5727	1.0
2660	2053	1.0
330	108	1.0
330	331	1.0
330	10457	1.0
330	10467	1.0
208	10555	1.0
208	92	1.0
4145	10336	1.0
6352	1905	1.0
6352	4533	1.0
6352	7746	1.0
6353	2473	1.0
6353	1495	1.0
2661	7530	1.0
2662	2774	1.0
2662	1071	1.0
4686	8421	1.0
4686	5429	1.0
4687	2826	1.0
4687	3456	1.0
6355	7821	1.0
2497	9040	1.0
2497	9312	1.0
2497	5190	1.0
10127	1335	1.0
4819	738	1.0
5989	2134	1.0
9639	1188	1.0
4688	1550	1.0
4688	6964	1.0
5187	6607	1.0
2665	2055	1.0
7792	2639	1.0
7793	7514	1.0
8516	1155	1.0
4689	2004	1.0
4691	3988	1.0
4692	4685	1.0
7794	873	1.0
7795	5088	1.0
7795	5244	1.0
7795	2623	1.0
2667	9164	1.0
7796	10163	1.0
7797	2848	1.0
7797	4599	1.0
7797	3052	1.0
7798	4927	1.0
8937	5755	1.0
6360	5773	1.0
6360	4091	1.0
6360	6783	1.0
6360	7935	1.0
6360	853	1.0
6360	4184	1.0
7799	7238	1.0
7799	7997	1.0
7799	732	1.0
8938	8835	1.0
1276	1169	1.0
6362	6284	1.0
7800	4178	1.0
616	2335	1.0
616	2227	1.0
616	5686	1.0
616	4878	1.0
2670	2623	1.0
2670	9707	1.0
8940	4226	1.0
2671	6766	1.0
2671	5977	1.0
2671	9524	1.0
2671	3659	1.0
2671	7737	1.0
2672	9181	1.0
2672	9714	1.0
2672	2851	1.0
2672	6053	1.0
2672	5066	1.0
9594	9181	1.0
9594	7953	1.0
9594	9568	1.0
9594	4740	1.0
9594	7392	1.0
9594	4636	1.0
9594	1706	1.0
9594	6287	1.0
9594	5852	1.0
9764	2039	1.0
4694	6523	1.0
2673	5885	1.0
2674	3072	1.0
5956	2623	1.0
5956	738	1.0
5956	2173	1.0
8941	8258	1.0
8941	7261	1.0
8941	5164	1.0
8941	738	1.0
8941	1059	1.0
8941	1297	1.0
8941	5831	1.0
8941	1899	1.0
8941	10363	1.0
8941	8382	1.0
8941	9101	1.0
8941	3348	1.0
8941	5306	1.0
8941	3949	1.0
10325	5782	1.0
10325	9844	1.0
7801	4445	1.0
7801	8394	1.0
7801	9986	1.0
7802	8280	1.0
7802	2357	1.0
1495	6353	1.0
4696	10163	1.0
106	455	1.0
106	10411	1.0
106	7568	1.0
8479	7428	1.0
6364	3708	1.0
6364	1947	1.0
6364	8538	1.0
1159	2797	1.0
1159	5485	1.0
2970	2874	1.0
6365	7525	1.0
6365	4782	1.0
6365	7911	1.0
6365	8198	1.0
6365	1693	1.0
6365	9647	1.0
6365	4383	1.0
6365	2117	1.0
6365	1934	1.0
3497	4745	1.0
3497	8168	1.0
3497	7956	1.0
10377	9607	1.0
10377	10307	1.0
2675	483	1.0
2675	9911	1.0
10155	3236	1.0
7803	6455	1.0
7803	7857	1.0
7803	5415	1.0
4698	8517	1.0
4698	8329	1.0
301	9842	1.0
2677	4745	1.0
2677	3465	1.0
2677	5943	1.0
2677	2008	1.0
2677	5720	1.0
2678	2582	1.0
4700	8117	1.0
4700	2735	1.0
2680	8586	1.0
2680	1005	1.0
2680	9249	1.0
2680	2438	1.0
1161	6571	1.0
9704	6069	1.0
1937	1931	1.0
1937	4564	1.0
1937	684	1.0
1937	3490	1.0
1937	1578	1.0
9641	5193	1.0
8944	5085	1.0
8944	8251	1.0
8944	6249	1.0
1162	2500	1.0
5125	1468	1.0
3423	6592	1.0
4702	2356	1.0
9835	10148	1.0
2683	8338	1.0
7805	4620	1.0
7806	5164	1.0
7806	1745	1.0
1163	5648	1.0
10326	3507	1.0
10326	2882	1.0
10326	7258	1.0
10326	7497	1.0
10326	5829	1.0
10326	3364	1.0
6369	6588	1.0
6370	574	1.0
6370	6440	1.0
1164	1159	1.0
1164	796	1.0
1164	6591	1.0
9642	8856	1.0
9642	9619	1.0
5829	7642	1.0
5829	6378	1.0
5829	10326	1.0
5829	5835	1.0
5829	4533	1.0
2684	320	1.0
2684	7091	1.0
2684	4773	1.0
2684	4105	1.0
263	5282	1.0
10218	996	1.0
10460	10488	1.0
10460	10494	1.0
10460	10489	1.0
10460	10490	1.0
10460	10487	1.0
1818	5495	1.0
10462	10488	1.0
10462	10494	1.0
10462	10460	1.0
10462	10463	1.0
10462	10490	1.0
10462	10487	1.0
10462	10461	1.0
10464	10462	1.0
10464	10488	1.0
10464	10494	1.0
10464	10461	1.0
10464	10487	1.0
10464	10460	1.0
10464	10490	1.0
10464	10489	1.0
10464	10463	1.0
2685	904	1.0
2685	1168	1.0
2034	1335	1.0
2686	4721	1.0
2686	2146	1.0
6371	7525	1.0
6371	9096	1.0
6371	2840	1.0
6371	5623	1.0
6371	4836	1.0
6371	4383	1.0
6371	924	1.0
6371	7396	1.0
6371	1934	1.0
6371	5312	1.0
2687	5755	1.0
1165	4585	1.0
1165	3771	1.0
1165	1497	1.0
1165	5880	1.0
1165	2408	1.0
2035	8072	1.0
6373	1140	1.0
2036	4262	1.0
10540	8802	1.0
10540	3096	1.0
10540	5422	1.0
10540	1007	1.0
10540	2076	1.0
10540	3077	1.0
10540	5018	1.0
10540	817	1.0
10540	5539	1.0
6374	4151	1.0
10391	311	1.0
4706	606	1.0
9850	2039	1.0
4707	2259	1.0
7807	9659	1.0
5744	8079	1.0
4708	2724	1.0
4594	4542	1.0
4594	3245	1.0
2527	9117	1.0
1166	1722	1.0
1166	570	1.0
8948	9132	1.0
8948	5370	1.0
8948	2433	1.0
4709	8634	1.0
8949	3748	1.0
8949	6844	1.0
8949	6143	1.0
10443	1540	1.0
6375	5936	1.0
1167	3006	1.0
1168	2433	1.0
515	7279	1.0
515	4277	1.0
8950	6596	1.0
2692	6163	1.0
10126	10148	1.0
2693	8397	1.0
2693	4480	1.0
87	27	1.0
87	186	1.0
87	35	1.0
1169	1276	1.0
4712	1469	1.0
4712	1066	1.0
4712	4685	1.0
4712	2907	1.0
4712	6571	1.0
2695	2565	1.0
2695	2091	1.0
4713	8657	1.0
4713	5367	1.0
4713	5076	1.0
4713	3833	1.0
8951	9685	1.0
10125	10213	1.0
7810	4855	1.0
9644	3576	1.0
2974	4639	1.0
2696	4639	1.0
2697	4190	1.0
1173	1190	1.0
1173	4581	1.0
1173	7346	1.0
5355	873	1.0
5355	1364	1.0
5355	9351	1.0
4714	8176	1.0
4714	1551	1.0
6459	10148	1.0
1175	1586	1.0
4715	2915	1.0
4715	5252	1.0
8952	2524	1.0
8952	3634	1.0
3861	6731	1.0
3861	9697	1.0
4717	9516	1.0
4717	3739	1.0
4717	6429	1.0
4718	847	1.0
1178	926	1.0
1178	4986	1.0
210	9763	1.0
2698	3038	1.0
2698	4901	1.0
109	601	1.0
4720	3885	1.0
7812	8742	1.0
8953	4753	1.0
8953	4090	1.0
8953	9226	1.0
8953	3090	1.0
10148	9971	1.0
10148	10037	1.0
10148	4850	1.0
10148	1656	1.0
10148	205	1.0
10148	4912	1.0
10148	7278	1.0
8954	4015	1.0
8954	8962	1.0
6378	4000	1.0
6378	6878	1.0
6378	8313	1.0
6378	2243	1.0
6378	3905	1.0
6378	4185	1.0
6378	2021	1.0
6379	6340	1.0
6273	5559	1.0
2699	4478	1.0
2700	2735	1.0
5228	9771	1.0
7958	3465	1.0
7958	6121	1.0
4723	3951	1.0
2701	9044	1.0
2701	2999	1.0
2701	8533	1.0
2701	8399	1.0
7403	542	1.0
7403	5697	1.0
7813	1003	1.0
84	187	1.0
84	193	1.0
4779	738	1.0
7268	6303	1.0
7268	8441	1.0
7268	4559	1.0
4725	4658	1.0
4725	2390	1.0
4725	1750	1.0
2703	6378	1.0
2703	2735	1.0
2703	3797	1.0
2705	8204	1.0
2705	3042	1.0
8956	6900	1.0
2707	5620	1.0
2707	6556	1.0
8957	7155	1.0
5889	1807	1.0
2709	2208	1.0
2709	1071	1.0
2709	7601	1.0
2709	2064	1.0
8958	10092	1.0
4726	7471	1.0
10411	9825	1.0
10411	106	1.0
10411	455	1.0
3265	1340	1.0
2712	5717	1.0
2712	4119	1.0
4728	9039	1.0
4728	2574	1.0
7814	7859	1.0
7814	8436	1.0
2713	6918	1.0
2713	4558	1.0
5931	8403	1.0
2715	3201	1.0
2715	3743	1.0
2715	1347	1.0
7816	4385	1.0
11	1775	1.0
1181	6571	1.0
1181	9763	1.0
1181	6073	1.0
1181	2448	1.0
1181	4184	1.0
1181	4639	1.0
3927	1380	1.0
2716	7865	1.0
5066	7482	1.0
5066	2672	1.0
5066	4650	1.0
5066	954	1.0
5066	7341	1.0
1182	4227	1.0
1182	1012	1.0
1182	2414	1.0
1182	2931	1.0
1183	6770	1.0
1183	5278	1.0
1183	5695	1.0
10041	1005	1.0
2717	5812	1.0
9645	8328	1.0
6384	5445	1.0
10016	6051	1.0
5123	4782	1.0
5123	3559	1.0
5123	3680	1.0
5123	4378	1.0
5123	3859	1.0
5123	8601	1.0
5123	2080	1.0
1184	6340	1.0
4599	1264	1.0
4599	5604	1.0
4599	4158	1.0
4599	5717	1.0
4599	7488	1.0
4599	2410	1.0
4599	8721	1.0
4599	7797	1.0
4599	7486	1.0
4599	10438	1.0
4599	7371	1.0
4599	7129	1.0
4599	2329	1.0
4599	8014	1.0
4599	5929	1.0
4599	5620	1.0
4599	8191	1.0
4599	9262	1.0
4599	8444	1.0
4599	9560	1.0
4599	10440	1.0
4599	7642	1.0
4599	1222	1.0
4599	8583	1.0
4599	7910	1.0
4599	7429	1.0
4599	6990	1.0
4599	10313	1.0
4599	9420	1.0
9646	8769	1.0
4731	4087	1.0
4731	5110	1.0
4731	3839	1.0
4826	2826	1.0
2719	1297	1.0
2719	4533	1.0
2719	2748	1.0
2719	1915	1.0
4733	3596	1.0
2720	2826	1.0
2720	1335	1.0
2720	3634	1.0
1391	755	1.0
2721	1764	1.0
2722	7649	1.0
9068	897	1.0
6386	2433	1.0
4735	3318	1.0
2723	4454	1.0
2724	4708	1.0
9801	5601	1.0
9801	2826	1.0
9801	6546	1.0
9801	6059	1.0
9801	5607	1.0
9801	2369	1.0
9801	7568	1.0
9801	952	1.0
9801	1930	1.0
9801	2213	1.0
2726	1975	1.0
5621	2170	1.0
3090	7570	1.0
3090	6581	1.0
3090	1521	1.0
3090	7419	1.0
3090	5727	1.0
8962	3621	1.0
8962	7072	1.0
8962	8954	1.0
5780	6668	1.0
5780	617	1.0
5780	5833	1.0
9705	4955	1.0
2730	5139	1.0
2730	5152	1.0
2732	3086	1.0
2733	2227	1.0
2733	849	1.0
1185	868	1.0
1185	6412	1.0
1185	1072	1.0
1185	4296	1.0
1185	2073	1.0
1185	4798	1.0
1185	5727	1.0
2734	5009	1.0
2734	2539	1.0
4736	1566	1.0
2736	1227	1.0
3461	7504	1.0
4266	8258	1.0
4266	5164	1.0
1187	5682	1.0
1187	2213	1.0
1187	7570	1.0
1187	8074	1.0
1187	4959	1.0
1187	3857	1.0
1187	7601	1.0
1187	8979	1.0
1187	2623	1.0
